"station" "ian" "mo" "jo" "jul" "min.temp" "max.temp" "solar.rad" "PET" "precip." "windspeed" "vapour.pressure" "CO2" "GDD"
"32" "SUMMERSIDE" 2001 2 1 32 -13.8 -3.9 6.85864495245057 -999.9 1.7 0.671296296296297 2.7987258555999 330 0
"33" "SUMMERSIDE" 2001 2 2 33 -11.1 -4.5 5.67755938642254 -999.9 0.6 1.23842592592593 3.05623675238738 330 0
"34" "SUMMERSIDE" 2001 2 3 34 -12.1 -3.9 6.41660109366866 -999.9 0 3.77314814814814 3.0259966914065 330 0
"35" "SUMMERSIDE" 2001 2 4 35 -13.2 -3.9 6.9292016840246 -999.9 0 1.2037037037037 2.66707166385192 330 0
"36" "SUMMERSIDE" 2001 2 5 36 -9.6 -1.6 6.51720618200131 -999.9 35.2 1.58564814814815 3.55149062773142 330 0
"37" "SUMMERSIDE" 2001 2 6 37 -5.5 0.7 5.81854217812114 -999.9 13.2 7.10144927536231 4.59843826251019 330 0
"38" "SUMMERSIDE" 2001 2 7 38 -6.8 -3.4 4.37001493845448 -999.9 20.4 4.39814814814814 3.73273732776492 330 0
"39" "SUMMERSIDE" 2001 2 8 39 -9.9 -2.1 6.71328902561591 -999.9 0 4.53703703703703 3.21418952385927 330 0
"40" "SUMMERSIDE" 2001 2 9 40 -13 -2.5 7.90029033133863 -999.9 4.6 1.68981481481481 2.96793913885149 330 0
"41" "SUMMERSIDE" 2001 2 10 41 -11.1 5.3 10.0148139286782 -999.9 7.8 8.28703703703703 3.88256369939079 330 0
"42" "SUMMERSIDE" 2001 2 11 42 -16.1 -10.3 6.04110305382647 -999.9 0 8.91203703703703 1.35741326599284 330 0
"43" "SUMMERSIDE" 2001 2 12 43 -14 -8 6.23253206944744 -999.9 4.1 4.12037037037036 1.77745311562928 330 0
"44" "SUMMERSIDE" 2001 2 13 44 -13.2 -3.4 8.07961534556609 -999.9 0 1.63194444444444 2.56717050051596 330 0
"45" "SUMMERSIDE" 2001 2 14 45 -14 -2.7 8.80044365823557 -999.9 2.7 3.06712962962964 2.86395788335247 330 0
"46" "SUMMERSIDE" 2001 2 15 46 -8.9 -0.4 7.74209332582838 -999.9 3.5 6.31944444444445 3.7896576350894 330 0
"47" "SUMMERSIDE" 2001 2 16 47 -13.4 -3.9 8.30208712498313 -999.9 18.6 2.60416666666667 2.62109558357442 330 0
"48" "SUMMERSIDE" 2001 2 17 48 -11.7 0.7 9.62061818985922 -999.9 0.8 4.46859903381642 3.64828060349977 330 0
"49" "SUMMERSIDE" 2001 2 18 49 -16.5 -10.4 6.84401691502822 -999.9 0 5.25462962962964 1.62079091375847 330 0
"50" "SUMMERSIDE" 2001 2 19 50 -14.9 -1.2 10.4026787748887 -999.9 3 4.32870370370369 2.68256103271594 330 0
"51" "SUMMERSIDE" 2001 2 20 51 -1.5 2.9 5.97904990394804 -999.9 0 4.56018518518519 5.72496339934991 330 0
"52" "SUMMERSIDE" 2001 2 21 52 -16.4 2.7 12.6334860435003 -999.9 1 4.77272727272728 3.12608186991797 330 0
"53" "SUMMERSIDE" 2001 2 22 53 -21.4 -14.6 7.64432352594379 -999.9 1.3 6.88657407407408 0.835660486822273 330 0
"54" "SUMMERSIDE" 2001 2 23 54 -20.6 -10 9.67811473400302 -999.9 0 1.93287037037037 1.19201929375609 330 0
"55" "SUMMERSIDE" 2001 2 24 55 -13.5 -6.5 7.97467653151612 -999.9 0 5.54398148148147 2.12803249877731 330 0
"56" "SUMMERSIDE" 2001 2 25 56 -16.2 -5.5 9.99661789982033 -999.9 0.7 2.38425925925926 1.9133433692472 330 0
"57" "SUMMERSIDE" 2001 2 26 57 -6.3 -0.4 7.52581093888565 -999.9 2.2 3.00925925925925 4.04904045963838 330 0
"58" "SUMMERSIDE" 2001 2 27 58 -10.9 -1.2 9.78242026027854 -999.9 25.8 2.14975845410628 3.40971660309759 330 0
"59" "SUMMERSIDE" 2001 2 28 59 -17.1 -9.9 8.5432890512522 -999.9 0 4.02777777777778 1.66063158426427 330 0
"60" "SUMMERSIDE" 2001 3 1 60 -19.1 -10 9.73512384141322 -999.9 0 2.4537037037037 1.43000375191167 330 0
"61" "SUMMERSIDE" 2001 3 2 61 -19.2 -7.8 11.0432532236083 -999.9 0 1.04166666666667 1.71767618067029 330 0
"62" "SUMMERSIDE" 2001 3 3 62 -12.8 -4.8 9.37505330057591 -999.9 0 1.52777777777778 2.74034020065257 330 0
"63" "SUMMERSIDE" 2001 3 4 63 -12.9 -3 10.5679156334953 -999.9 0 2.76570048309179 2.9249147210968 330 0
"64" "SUMMERSIDE" 2001 3 5 64 -3.5 0.7 6.97423865354027 -999.9 4.9 2.88194444444444 4.96363507808438 330 0
"65" "SUMMERSIDE" 2001 3 6 65 -3.5 -2.2 3.93097559854623 -999.9 0 8.47222222222222 4.40120312916572 330 0
"66" "SUMMERSIDE" 2001 3 7 66 -7.4 -0.8 8.97246924643312 -999.9 0 8.06712962962964 4.03668558684012 330 0
"67" "SUMMERSIDE" 2001 3 8 67 -10 -0.5 10.9035213995635 -999.9 3 2.04861111111111 3.59372546579372 330 0
"68" "SUMMERSIDE" 2001 3 9 68 -12.6 1.3 13.3576432704117 -999.9 2.2 1.63194444444444 3.42246451202017 330 0
"69" "SUMMERSIDE" 2001 3 10 69 -2.9 0.8 6.97898387950704 -999.9 1.4 4.74537037037036 4.9490513772469 330 0
"70" "SUMMERSIDE" 2001 3 11 70 -3.4 2.7 9.07351511702497 -999.9 13.8 5.82175925925925 5.15171510429347 330 0
"71" "SUMMERSIDE" 2001 3 12 71 -8.5 0.1 10.9075866496497 -999.9 1.3 4.25925925925925 3.87333823788268 330 0
"72" "SUMMERSIDE" 2001 3 13 72 -11 1.8 13.4710615868916 -999.9 0 2.5462962962963 3.72560230409046 330 0
"73" "SUMMERSIDE" 2001 3 14 73 0.1 3.6 7.13010646998179 -999.9 0 5.53240740740742 6.12328212251578 330 0
"74" "SUMMERSIDE" 2001 3 15 74 -2.5 2.3 8.45074035539769 -999.9 0 5.68840579710145 4.86122750541162 330 0
"75" "SUMMERSIDE" 2001 3 16 75 -3.6 2.1 9.31901442740202 -999.9 0 5.71759259259258 4.45583241398843 330 0
"76" "SUMMERSIDE" 2001 3 17 76 -5.4 4.8 12.6135303900134 -999.9 0 1.77083333333333 4.81656648082386 330 0
"77" "SUMMERSIDE" 2001 3 18 77 -1.7 2.2 7.89074246855403 -999.9 0 2.97453703703703 5.46236620905413 330 0
"78" "SUMMERSIDE" 2001 3 19 78 -0.8 1.4 5.99501542692287 -999.9 0 5.91435185185186 5.43884405791467 330 0
"79" "SUMMERSIDE" 2001 3 20 79 -4.8 2.3 10.8929476015549 -999.9 0 1.67824074074074 4.73044892072579 330 0
"80" "SUMMERSIDE" 2001 3 21 80 -8.4 5.8 15.5790539525856 -999.9 0 0.833333333333333 4.6118388445424 330 0
"81" "SUMMERSIDE" 2001 3 22 81 -5.8 4.3 13.2856013642943 -999.9 0 2.24537037037037 4.58128086310992 330 0
"82" "SUMMERSIDE" 2001 3 23 82 -2 2.5 8.96588079495654 -999.9 0.9 7.19907407407408 5.5120240836819 330 0
"83" "SUMMERSIDE" 2001 3 24 83 -1 1.8 7.14947387325613 -999.9 0.7 4.61805555555556 5.52050084066509 330 0
"84" "SUMMERSIDE" 2001 3 25 84 -4.2 0.8 9.65673473847126 -999.9 0 6.30787037037036 4.19134490764685 330 0
"85" "SUMMERSIDE" 2001 3 26 85 -6.6 1.6 12.4981012505838 -999.9 0 4.22453703703703 3.65269251529711 330 0
"86" "SUMMERSIDE" 2001 3 27 86 -7.3 2.7 13.9466612932716 -999.9 0 1.46135265700483 3.61818018336051 330 0
"87" "SUMMERSIDE" 2001 3 28 87 -7.5 0.8 12.8375914688106 -999.9 0 3.02083333333333 3.58521232438974 330 0
"88" "SUMMERSIDE" 2001 3 29 88 -7.9 5.6 16.5396594328152 -999.9 0 1.77083333333333 4.41152871040441 330 0
"89" "SUMMERSIDE" 2001 3 30 89 -3.6 5.4 13.6407067753519 -999.9 0 1.93236714975845 5.28686834312798 330 0
"90" "SUMMERSIDE" 2001 3 31 90 -2 -0.2 6.16096086850501 -999.9 12.1 7.61574074074075 5.0269334447 330 0
"91" "SUMMERSIDE" 2001 4 1 91 -2.3 -0.9 5.48672678592841 -999.9 2.1 5.9375 4.86158541480922 330 0
"92" "SUMMERSIDE" 2001 4 2 92 -1.4 0.5 6.45362466911185 -999.9 3 6.60879629629631 5.22279149256442 330 0
"93" "SUMMERSIDE" 2001 4 3 93 -3.5 -0.1 8.71534069275772 -999.9 0.6 8.07870370370369 4.6133900506528 330 0
"94" "SUMMERSIDE" 2001 4 4 94 -6 3 14.3127988915614 -999.9 0 2.22222222222222 4.49184526606705 330 0
"95" "SUMMERSIDE" 2001 4 5 95 -2.5 6.7 14.6048139656621 -999.9 0.6 3.11342592592592 5.4766363836433 330 0
"96" "SUMMERSIDE" 2001 4 6 96 -7.3 1.2 14.1661161756794 -999.9 0 2.40740740740741 3.47298318751722 330 0
"97" "SUMMERSIDE" 2001 4 7 97 -8.3 1.6 15.4254774786528 -999.9 0 2.7662037037037 4.06098453179071 330 0
"98" "SUMMERSIDE" 2001 4 8 98 -5.9 4.1 15.6401612172278 -999.9 0 1.23842592592593 4.387433830124 330 0
"99" "SUMMERSIDE" 2001 4 9 99 -0.3 1.6 6.87668035411758 -999.9 5.9 2.69675925925926 5.49628769965783 330 0
"100" "SUMMERSIDE" 2001 4 10 100 -2.5 1.3 9.8083363603031 -999.9 3.2 2.39583333333333 5.17258049643781 330 0
"101" "SUMMERSIDE" 2001 4 11 101 -4.6 2.7 13.7090486088493 -999.9 0.6 2.48842592592593 4.46954677751077 330 0
"102" "SUMMERSIDE" 2001 4 12 102 -5.6 2.8 14.8275300185672 -999.9 0 1.74768518518519 4.27103483463075 330 0
"103" "SUMMERSIDE" 2001 4 13 103 -0.2 2.7 8.78319539503437 -999.9 5 3.93518518518519 5.68570175492796 330 0
"104" "SUMMERSIDE" 2001 4 14 104 -0.3 1.7 7.35248542453301 -999.9 10.7 4.53703703703703 5.36984348923986 330 0
"105" "SUMMERSIDE" 2001 4 15 105 -0.2 0.8 5.23993895048228 -999.9 6.6 6.84027777777778 5.24543970410127 330 0
"106" "SUMMERSIDE" 2001 4 16 106 0.6 5.7 11.9250435762383 -999.9 0 1.75925925925926 6.46883628294006 330 0
"107" "SUMMERSIDE" 2001 4 17 107 -1.4 6.3 14.7642268531942 -999.9 0 1.52777777777778 5.69624594908124 330 0
"108" "SUMMERSIDE" 2001 4 18 108 -2.1 2.2 11.1155777257408 -999.9 11.8 3.57638888888889 5.15445540512213 330 0
"109" "SUMMERSIDE" 2001 4 19 109 -1.3 4.2 12.663502484974 -999.9 0 5.3125 5.52001354794452 330 0
"110" "SUMMERSIDE" 2001 4 20 110 -2.8 8.4 18.2011416424034 -999.9 0 3.96990740740742 5.30308197229554 330 0
"111" "SUMMERSIDE" 2001 4 21 111 1 14.5 20.1240920053815 -999.9 0 3.34490740740742 6.88479236297311 330 2.75
"112" "SUMMERSIDE" 2001 4 22 112 3.4 8 11.8285367344659 -999.9 3.2 5.01157407407408 7.81790300446831 330 0.7
"113" "SUMMERSIDE" 2001 4 23 113 1.2 6.6 12.9031228359783 -999.9 0 4.16666666666667 6.29616112400885 330 0
"114" "SUMMERSIDE" 2001 4 24 114 1.9 17 21.7207924327239 -999.9 2.6 5.53240740740742 9.14539374607814 330 4.45
"115" "SUMMERSIDE" 2001 4 25 115 1.1 10.6 17.3413092099186 -999.9 2.2 3.15972222222222 6.22500861437929 330 0.85
"116" "SUMMERSIDE" 2001 4 26 116 1.1 10.9 17.7259658895764 -999.9 0 0.960648148148147 5.06701551632414 330 1
"117" "SUMMERSIDE" 2001 4 27 117 1 6.9 13.8402467568424 -999.9 33.8 3.27546296296297 6.40185644476141 330 0
"118" "SUMMERSIDE" 2001 4 28 118 -0.3 7.5 16.0114443914277 -999.9 0.6 4.22453703703703 5.77074728463787 330 0
"119" "SUMMERSIDE" 2001 4 29 119 -1.6 4.5 14.2448605337129 -999.9 0 2.8125 4.22906561959198 330 0
"120" "SUMMERSIDE" 2001 4 30 120 -2.2 8 18.5288472771761 -999.9 0 2.55787037037037 5.48570327745267 330 0
"121" "SUMMERSIDE" 2001 5 1 121 -2.8 16 25.3004063888616 -999.9 0.2 1.49305555555556 6.03564141779815 330 1.6
"122" "SUMMERSIDE" 2001 5 2 122 3.3 13.2 18.4634102240415 -999.9 0.4 2.03703703703704 8.44684482541911 330 3.25
"123" "SUMMERSIDE" 2001 5 3 123 2.8 20.3 24.6833928628674 -999.9 2 2.82407407407408 10.1430319668534 330 6.55
"124" "SUMMERSIDE" 2001 5 4 124 6.7 19.3 21.0575887777144 -999.9 0 3.70370370370369 9.86819333313658 330 8
"125" "SUMMERSIDE" 2001 5 5 125 1.8 12.8 19.7789639967186 -999.9 10.2 3.96990740740742 8.22824369605883 330 2.3
"126" "SUMMERSIDE" 2001 5 6 126 -0.5 11.7 20.9371468710229 -999.9 0 3.125 5.9142381120884 330 0.6
"127" "SUMMERSIDE" 2001 5 7 127 4.2 21.3 24.9122438308015 -999.9 0 2.5 6.89519426451819 330 7.75
"128" "SUMMERSIDE" 2001 5 8 128 5.3 24.3 26.3885712692738 -999.9 0 3.21759259259258 8.2467307261886 330 9.8
"129" "SUMMERSIDE" 2001 5 9 129 6.5 19.8 22.1838295655984 -999.9 11.2 3.46064814814814 6.91926671974644 330 8.15
"130" "SUMMERSIDE" 2001 5 10 130 5.7 11.7 14.9694394506677 -999.9 5 4.44444444444444 9.2626367983285 330 3.7
"131" "SUMMERSIDE" 2001 5 11 131 5.4 7.8 9.51048331184454 -999.9 11 7.40740740740742 8.42950730445186 330 1.6
"132" "SUMMERSIDE" 2001 5 12 132 5.5 12.6 16.4301407205849 -999.9 0.2 2.68518518518519 9.72433462397528 330 4.05
"133" "SUMMERSIDE" 2001 5 13 133 7.1 16 18.4744102571367 -999.9 19.6 3.47222222222222 11.3716245712892 330 6.55
"134" "SUMMERSIDE" 2001 5 14 134 6.4 11.6 14.1804264487325 -999.9 34.4 1.93287037037037 9.65412309604126 330 4
"135" "SUMMERSIDE" 2001 5 15 135 6.1 9.6 11.6810661250377 -999.9 2.8 5.98379629629631 9.14738975589997 330 2.85
"136" "SUMMERSIDE" 2001 5 16 136 4.9 7.9 10.8572279831471 -999.9 0 5.18518518518519 8.22969865831883 330 1.4
"137" "SUMMERSIDE" 2001 5 17 137 4.6 6.5 8.67349739953466 -999.9 0 5.49768518518519 7.85901010390126 330 0.55
"138" "SUMMERSIDE" 2001 5 18 138 3.1 11.6 18.4134644312469 -999.9 0.4 2.74305555555556 8.44413607571199 330 2.35
"139" "SUMMERSIDE" 2001 5 19 139 4.1 12.4 18.2609499050583 -999.9 0 2.29166666666667 8.97820816584678 330 3.25
"140" "SUMMERSIDE" 2001 5 20 140 2.3 12.4 20.2140422476668 -999.9 0 2.1412037037037 8.28473146611947 330 2.35
"141" "SUMMERSIDE" 2001 5 21 141 1.2 17.6 25.8447692386418 -999.9 0 2.43055555555556 7.8504961656194 330 4.4
"142" "SUMMERSIDE" 2001 5 22 142 4.5 15.2 20.9435915886052 -999.9 0 3.07870370370369 9.45556569285136 330 4.85
"143" "SUMMERSIDE" 2001 5 23 143 2.3 18.6 25.9305711678194 -999.9 0 2.38425925925926 8.39256658770885 330 5.45
"144" "SUMMERSIDE" 2001 5 24 144 3 10.7 17.8761219129 -999.9 0 4.72222222222222 8.05147090149658 330 1.85
"145" "SUMMERSIDE" 2001 5 25 145 3.6 26 30.5782375545296 -999.9 0 1.90972222222222 9.42986545035571 330 9.8
"146" "SUMMERSIDE" 2001 5 26 146 10.9 24.8 24.155016500183 -999.9 0 3.23671497584542 11.3795715638062 330 12.85
"147" "SUMMERSIDE" 2001 5 27 147 9 23.7 24.9069912495688 -999.9 0 3.4375 9.8394011734362 330 11.35
"148" "SUMMERSIDE" 2001 5 28 148 14.3 23.6 19.8617751094927 -999.9 0.4 5.65972222222222 16.9051738426317 330 13.95
"149" "SUMMERSIDE" 2001 5 29 149 12.9 21.7 19.3679377621285 -999.9 0 6.38888888888889 14.3584370634539 330 12.3
"150" "SUMMERSIDE" 2001 5 30 150 10 21.5 22.1925926961015 -999.9 1 3.77314814814814 14.1557210272376 330 10.75
"151" "SUMMERSIDE" 2001 5 31 151 9.2 14 14.3697289410259 -999.9 1.8 4.22453703703703 11.2630512713623 330 6.6
"152" "SUMMERSIDE" 2001 6 1 152 7.9 11.9 13.1455474689929 -999.9 0 3.18287037037036 10.532265294142 330 4.9
"153" "SUMMERSIDE" 2001 6 2 153 7.8 19.8 22.8145572956354 -999.9 0 3.32175925925925 11.8421850405922 330 8.8
"154" "SUMMERSIDE" 2001 6 3 154 9.6 13.7 13.3609773666228 -999.9 20.4 5.05787037037036 11.2112041306416 330 6.65
"155" "SUMMERSIDE" 2001 6 4 155 9.9 14.7 14.4825169676335 -999.9 5 5.38194444444445 12.4235577758164 330 7.3
"156" "SUMMERSIDE" 2001 6 5 156 11.4 18.4 17.5187023205014 -999.9 2.2 3.55324074074075 14.3957489760573 330 9.9
"157" "SUMMERSIDE" 2001 6 6 157 11.6 16 13.91109120029 -999.9 0 2.4537037037037 12.9247482215605 330 8.8
"158" "SUMMERSIDE" 2001 6 7 158 9.5 15.8 16.670154997334 -999.9 0 2.12962962962963 12.2196938760608 330 7.65
"159" "SUMMERSIDE" 2001 6 8 159 8.7 15.4 17.2144802901142 -999.9 0 2.46527777777778 10.1998543036218 330 7.05
"160" "SUMMERSIDE" 2001 6 9 160 8.3 19 21.7815252155611 -999.9 1.6 2.07175925925926 10.8800791761993 330 8.65
"161" "SUMMERSIDE" 2001 6 10 161 8.4 16.1 18.4984123908711 -999.9 0 4.02777777777778 11.5019643762616 330 7.25
"162" "SUMMERSIDE" 2001 6 11 162 7.8 22.4 25.498292836691 -999.9 0 2.17592592592593 11.6098503806031 330 10.1
"163" "SUMMERSIDE" 2001 6 12 163 12.7 22.6 21.016036328806 -999.9 1.8 4.02777777777778 14.607062407033 330 12.65
"164" "SUMMERSIDE" 2001 6 13 164 15.3 22.8 18.3069248663608 -999.9 0 5.54398148148147 18.3244798205153 330 14.05
"165" "SUMMERSIDE" 2001 6 14 165 14.9 25.6 21.8817114126993 -999.9 0 2.09490740740741 15.7254300883475 330 15.25
"166" "SUMMERSIDE" 2001 6 15 166 14.6 21 16.9331260812513 -999.9 0 2.52314814814815 14.8102425397159 330 12.8
"167" "SUMMERSIDE" 2001 6 16 167 13.2 21.2 18.9410077649452 -999.9 0 2.25694444444444 13.9148876280181 330 12.2
"168" "SUMMERSIDE" 2001 6 17 168 14.1 25.2 22.3194623949539 -999.9 0.4 5.27777777777778 17.7347772868432 330 14.65
"169" "SUMMERSIDE" 2001 6 18 169 13.6 24.9 22.525729727705 -999.9 2.4 3.84259259259258 16.5873874671834 330 14.25
"170" "SUMMERSIDE" 2001 6 19 170 13.3 23.6 21.5094326062257 -999.9 0 2.97453703703703 13.515920536811 330 13.45
"171" "SUMMERSIDE" 2001 6 20 171 15.7 29.9 25.2568115639707 -999.9 0 5.18518518518519 17.0939828250063 330 17.8
"172" "SUMMERSIDE" 2001 6 21 172 13.2 21.8 19.6544513396156 -999.9 0 2.58101851851852 11.5876548312525 330 12.5
"173" "SUMMERSIDE" 2001 6 22 173 13.5 23.1 20.7624221961561 -999.9 0 3.21759259259258 13.0131466307221 330 13.3
"174" "SUMMERSIDE" 2001 6 23 174 16.1 25.4 20.4299801841798 -999.9 0 5.50925925925925 19.9382751512455 330 15.75
"175" "SUMMERSIDE" 2001 6 24 175 17.5 23.8 16.8087024885835 -999.9 4.6 5.45138888888889 22.5942036036159 330 15.65
"176" "SUMMERSIDE" 2001 6 25 176 17.1 26.7 20.7391214036088 -999.9 0.2 3.99305555555556 23.61555417067 330 16.9
"177" "SUMMERSIDE" 2001 6 26 177 16.1 22 16.248936436962 -999.9 0 3.68055555555556 15.9101995412854 330 14.05
"178" "SUMMERSIDE" 2001 6 27 178 18 32.1 25.1018687288527 -999.9 0 4.46759259259258 21.160435723912 330 20.05
"179" "SUMMERSIDE" 2001 6 28 179 11.8 22.4 21.747049782904 -999.9 0 5.11574074074075 9.99301532363978 330 12.1
"180" "SUMMERSIDE" 2001 6 29 180 10.9 20.1 20.2416347764679 -999.9 2.6 3.28703703703703 10.895396305445 330 10.5
"181" "SUMMERSIDE" 2001 6 30 181 13.9 25.1 22.310959636442 -999.9 19 5.50925925925925 19.5452532507216 330 14.5
"182" "SUMMERSIDE" 2001 7 1 182 15.1 23.8 19.6417291858008 -999.9 0.6 2.90509259259258 20.04787257255 330 14.45
"183" "SUMMERSIDE" 2001 7 2 183 12.1 19.7 18.3354255158205 -999.9 0.6 6.29629629629631 12.8181121086091 330 10.9
"184" "SUMMERSIDE" 2001 7 3 184 11.4 23.1 22.7192737472734 -999.9 0 4.30555555555556 12.5739592696069 330 12.25
"185" "SUMMERSIDE" 2001 7 4 185 14.9 23.7 19.6749362218232 -999.9 0 5.20833333333333 15.8380983664637 330 14.3
"186" "SUMMERSIDE" 2001 7 5 186 16.8 23 16.4888908093136 -999.9 0.2 3.79629629629631 20.396306531364 330 14.9
"187" "SUMMERSIDE" 2001 7 6 187 16.9 24.8 18.5817153768982 -999.9 0 3.91203703703703 21.4730739179847 330 15.85
"188" "SUMMERSIDE" 2001 7 7 188 13.9 22.8 19.6877878138527 -999.9 0 6.80555555555556 15.2288322319681 330 13.35
"189" "SUMMERSIDE" 2001 7 8 189 15.3 21.4 16.2685716161165 -999.9 0 5.13888888888889 17.6636745946374 330 13.35
"190" "SUMMERSIDE" 2001 7 9 190 15.8 21.1 15.1341448485295 -999.9 0 5.53240740740742 17.5430768206861 330 13.45
"191" "SUMMERSIDE" 2001 7 10 191 15 19.9 14.5213239224619 -999.9 0.2 4.56018518518519 17.2601674490064 330 12.45
"192" "SUMMERSIDE" 2001 7 11 192 17.3 24.6 17.6852219600575 -999.9 0.4 3.87731481481481 21.8705787134365 330 15.95
"193" "SUMMERSIDE" 2001 7 12 193 14.3 22.9 19.1510160081553 -999.9 0 5.43981481481481 18.6305371169 330 13.6
"194" "SUMMERSIDE" 2001 7 13 194 14.3 22.4 18.540912757558 -999.9 0 7.85879629629631 16.8579631218995 330 13.35
"195" "SUMMERSIDE" 2001 7 14 195 14.8 23.3 18.945080896824 -999.9 0 3.59953703703703 18.0099758760945 330 14.05
"196" "SUMMERSIDE" 2001 7 15 196 14.6 26.6 22.4506182775945 -999.9 0 3.18287037037036 18.9835540041856 330 15.6
"197" "SUMMERSIDE" 2001 7 16 197 15.1 22.6 17.6999141029896 -999.9 0 3.41435185185186 18.4534645605256 330 13.85
"198" "SUMMERSIDE" 2001 7 17 198 14 20.4 16.3036707546196 -999.9 0 2.89351851851853 16.0246965486084 330 12.2
"199" "SUMMERSIDE" 2001 7 18 199 13.7 22.1 18.6226654434714 -999.9 0 1.97916666666667 17.5979717210671 330 12.9
"200" "SUMMERSIDE" 2001 7 19 200 12.8 22.9 20.3573593241756 -999.9 0 1.53381642512077 16.2232759037111 330 12.85
"201" "SUMMERSIDE" 2001 7 20 201 14 27.8 23.7197703389357 -999.9 0 3.47222222222222 15.6664418063689 330 15.9
