"station" "ian" "mo" "jo" "jul" "min.temp" "max.temp" "solar.rad" "PET" "precip." "windspeed" "vapour.pressure" "CO2" "GDD"
"15" "EAST_POINT_(AUT)" 2001 1 15 15 -8.7 -5.3 3.25597332867017 -999.9 0 7.19907407407408 2.53151694480547 330 0
"16" "EAST_POINT_(AUT)" 2001 1 16 16 -5.7 -2.3 3.29056818785868 -999.9 5 7.21064814814814 4.04238318156735 330 0
"17" "EAST_POINT_(AUT)" 2001 1 17 17 -6 -2.9 3.17631313513159 -999.9 5.6 2.48842592592593 3.89861443204065 330 0
"18" "EAST_POINT_(AUT)" 2001 1 18 18 -9.6 -6 3.46115219304351 -999.9 0.2 2.68518518518519 2.73722601961255 330 0
"19" "EAST_POINT_(AUT)" 2001 1 19 19 -8.1 -2.6 4.32701791092547 -999.9 2.2 4.14351851851853 3.33025049387243 330 0
"20" "EAST_POINT_(AUT)" 2001 1 20 20 -10.8 -2.6 5.34512730093446 -999.9 1.2 5.02314814814814 3.45104365816736 330 0
"21" "EAST_POINT_(AUT)" 2001 1 21 21 -10.8 -4.7 4.66509679052426 -999.9 2 4.93055555555556 2.86967243991639 330 0
"22" "EAST_POINT_(AUT)" 2001 1 22 22 -13.7 -6.5 5.12982337721728 -999.9 0 5.10416666666667 2.13150072729764 330 0
"23" "EAST_POINT_(AUT)" 2001 1 23 23 -13.7 -1.7 6.70437059791314 -999.9 0.4 5.02314814814814 2.58342364302023 330 0
"24" "EAST_POINT_(AUT)" 2001 1 24 24 -5.4 -0.3 4.42557323848372 -999.9 0.4 5 4.47558966092627 330 0
"25" "EAST_POINT_(AUT)" 2001 1 25 25 -8.9 -2.9 4.8613626319602 -999.9 0 4.93055555555556 3.1382742895851 330 0
"26" "EAST_POINT_(AUT)" 2001 1 26 26 -9.5 -4.6 4.44994240684514 -999.9 0 5.06944444444445 2.76164335037444 330 0
"27" "EAST_POINT_(AUT)" 2001 1 27 27 -8.6 -2.9 4.86226821135529 -999.9 0 5.27777777777778 3.33503119385175 330 0
"28" "EAST_POINT_(AUT)" 2001 1 28 28 -5.1 -2.9 3.06072538060192 -999.9 1.6 5.40509259259258 3.83683827403002 330 0
"29" "EAST_POINT_(AUT)" 2001 1 29 29 -11.1 -5.1 5.12226326619224 -999.9 0 5.51932367149758 2.35492368486303 330 0
"30" "EAST_POINT_(AUT)" 2001 1 30 30 -9.6 -1.5 6.03196904759072 -999.9 0.2 5.48309178743961 2.87181107615888 330 0
"31" "EAST_POINT_(AUT)" 2001 1 31 31 -5.4 -2.7 3.53005384908004 -999.9 8 5.51169590643275 3.02991394980801 330 0
"32" "EAST_POINT_(AUT)" 2001 2 1 32 -8.8 -5.7 3.83452181374442 -999.9 1 6.18055555555556 2.74452858540815 330 0
"33" "EAST_POINT_(AUT)" 2001 2 2 33 -8.5 -3.5 4.93730517995665 -999.9 1.2 6.59722222222222 3.40066158783889 330 0
"34" "EAST_POINT_(AUT)" 2001 2 3 34 -5.9 -3.4 3.53988358283977 -999.9 1 6.66666666666667 3.63619365272513 330 0
"35" "EAST_POINT_(AUT)" 2001 2 4 35 -10.7 -5.8 5.02534902001062 -999.9 0 6.96759259259258 2.55895117127205 330 0
"36" "EAST_POINT_(AUT)" 2001 2 5 36 -7 -2.3 4.9911135303523 -999.9 0 7.22222222222222 3.57300260116337 330 0
"37" "EAST_POINT_(AUT)" 2001 2 6 37 -4.7 -0.5 4.78498538881874 -999.9 5.8 7.17171717171717 4.69288798987538 330 0
"38" "EAST_POINT_(AUT)" 2001 2 7 38 -6.2 -4.5 3.08752946520523 -999.9 0.8 6.11111111111111 3.51859370946418 330 0
"39" "EAST_POINT_(AUT)" 2001 2 8 39 -4.7 -3.4 2.73847288086236 -999.9 1 12.46 3.78923317136232 330 0
"40" "EAST_POINT_(AUT)" 2001 2 9 40 -5.9 -3.6 3.69459261467406 -999.9 3.6 6.03 3.40096366376665 330 0
"41" "EAST_POINT_(AUT)" 2001 2 10 41 -10.4 4.3 9.47413026321161 -999.9 8 13.51 4.27303148335208 330 0
"42" "EAST_POINT_(AUT)" 2001 2 11 42 -16.6 -5.5 8.35081604299863 -999.9 0.6 18.29 1.76224193249428 330 0
"43" "EAST_POINT_(AUT)" 2001 2 12 43 -13.6 -5.5 7.23605751295359 -999.9 0 11.43 2.07373993506041 330 0
"44" "EAST_POINT_(AUT)" 2001 2 13 44 -12.8 -4.3 7.5190522662074 -999.9 2 4.87 2.30575237170941 330 0
"45" "EAST_POINT_(AUT)" 2001 2 14 45 -10.7 -4.1 6.72076420765701 -999.9 5 7.61904761904761 2.84439880520295 330 0
"46" "EAST_POINT_(AUT)" 2001 2 15 46 -6.6 -0.3 6.6604852947833 -999.9 11 14.7337962962963 4.19078705725475 330 0
"47" "EAST_POINT_(AUT)" 2001 2 16 47 -9.3 -4.1 6.13788982953557 -999.9 0 7.97453703703703 2.66502428049852 330 0
"48" "EAST_POINT_(AUT)" 2001 2 17 48 -8.6 -2.9 6.51818569138229 -999.9 8 9.71064814814814 3.5492836958472 330 0
"49" "EAST_POINT_(AUT)" 2001 2 18 49 -15.7 -8.6 7.37866311375097 -999.9 0 9.40972222222222 1.8640523476156 330 0
"50" "EAST_POINT_(AUT)" 2001 2 19 50 -14 -2.9 9.35737182775279 -999.9 0.4 7.90404040404042 2.41295147399592 330 0
"51" "EAST_POINT_(AUT)" 2001 2 20 51 -2.9 -0.9 4.02840778494032 -999.9 1.4 7.53472222222222 4.8732157211299 330 0
"52" "EAST_POINT_(AUT)" 2001 2 21 52 -13 0.6 10.6535319369746 -999.9 1.8 8.53535353535353 3.41453716865122 330 0
"53" "EAST_POINT_(AUT)" 2001 2 22 53 -21.2 -10.8 9.44765244745652 -999.9 0 10.2136752136752 0.949856366424457 330 0
"54" "EAST_POINT_(AUT)" 2001 2 23 54 -15.94 -4.65 12.631478675264 -999.9 2 5.69 2.3066649251652 330 0
"55" "EAST_POINT_(AUT)" 2001 2 24 55 -8.29 -4.33 5.64762639216044 -999.9 3 15.02 3.04536724034765 330 0
"56" "EAST_POINT_(AUT)" 2001 2 25 56 -9.54 -6.31 7.49708802611357 -999.9 0 7.17 2.4743287879285 330 0
"57" "EAST_POINT_(AUT)" 2001 2 26 57 -4.2 -2.2 4.37909560282959 -999.9 8.4 8.05555555555556 4.30975624509459 330 0
"58" "EAST_POINT_(AUT)" 2001 2 27 58 -10.6 -2.8 8.76707307078337 -999.9 1.4 7.29 3.24019822352641 330 0
"59" "EAST_POINT_(AUT)" 2001 2 28 59 -14.6 -10.5 6.44321092140572 -999.9 0 6.08333333333333 1.6334511493488 330 0
"60" "EAST_POINT_(AUT)" 2001 3 1 60 -18.2 -11.9 8.09556690724537 -999.9 0 4.94212962962964 1.14279014013634 330 0
"61" "EAST_POINT_(AUT)" 2001 3 2 61 -14.6 -10.1 6.93444416312769 -999.9 0 4.62962962962964 1.61548928966825 330 0
"62" "EAST_POINT_(AUT)" 2001 3 3 62 -11.3 -7.7 6.28557957589826 -999.9 0 4.69907407407408 2.36448410007339 330 0
"63" "EAST_POINT_(AUT)" 2001 3 4 63 -8.9 -3.2 8.01454688956529 -999.9 1.4 9.1087962962963 3.39913005129959 330 0
"64" "EAST_POINT_(AUT)" 2001 3 5 64 -3.7 -0.6 5.98862664489892 -999.9 0.4 4.17824074074075 4.57051342765343 330 0
"65" "EAST_POINT_(AUT)" 2001 3 6 65 -4.1 -2.5 4.35880326481109 -999.9 0.2 8.05555555555556 3.8306993546295 330 0
"66" "EAST_POINT_(AUT)" 2001 3 7 66 -5.3 -1.8 6.53065822620269 -999.9 0 10.7523148148148 3.75359925566642 330 0
"67" "EAST_POINT_(AUT)" 2001 3 8 67 -5.9 -2.6 6.42316585483444 -999.9 0 5.82175925925925 3.60054335517814 330 0
"68" "EAST_POINT_(AUT)" 2001 3 9 68 -5.1 -2.2 6.09835694443917 -999.9 0 3.79629629629631 3.60686360981262 330 0
"69" "EAST_POINT_(AUT)" 2001 3 10 69 -3.5 1.2 7.86205036754013 -999.9 4.6 9.14351851851853 4.86369283207624 330 0
"70" "EAST_POINT_(AUT)" 2001 3 11 70 -2.9 4.2 9.7845191955415 -999.9 1.2 6.68981481481481 4.62462973847861 330 0
"71" "EAST_POINT_(AUT)" 2001 3 12 71 -6.9 -1.3 8.7978626663762 -999.9 1 7.52314814814814 3.61733874534339 330 0
"72" "EAST_POINT_(AUT)" 2001 3 13 72 -8 0 10.6450952039538 -999.9 0.6 5.54398148148147 3.50187620248772 330 0
"73" "EAST_POINT_(AUT)" 2001 3 14 73 -2 4.2 9.48570262953581 -999.9 2.8 7.97979797979797 5.80194320042462 330 0
"74" "EAST_POINT_(AUT)" 2001 3 15 74 -2.8 1 7.51590882186465 -999.9 0 5.91787439613528 4.06089613097675 330 0
"75" "EAST_POINT_(AUT)" 2001 3 16 75 -3.8 -1.6 5.78713091071259 -999.9 0 8.41787439613528 3.70063461465539 330 0
"76" "EAST_POINT_(AUT)" 2001 3 17 76 -3.7 -0.1 7.49050376004904 -999.9 0 6.25 4.63511796671853 330 0
"77" "EAST_POINT_(AUT)" 2001 3 18 77 -4.4 0 8.37797097318717 -999.9 0.4 7.02546296296297 4.76856900951841 330 0
"78" "EAST_POINT_(AUT)" 2001 3 19 78 -3.1 -0.8 6.12736176883566 -999.9 1.6 8.70370370370369 4.91247508740325 330 0
"79" "EAST_POINT_(AUT)" 2001 3 20 79 -7.2 -0.5 10.577619103793 -999.9 0.2 4.95370370370369 4.13036565322325 330 0
"80" "EAST_POINT_(AUT)" 2001 3 21 80 -7.8 -2 9.95288031653076 -999.9 0 1.97916666666667 4.07601607567123 330 0
"81" "EAST_POINT_(AUT)" 2001 3 22 81 -6.9 -1 10.1505121620511 -999.9 0 3.90046296296297 4.01383527774272 330 0
"82" "EAST_POINT_(AUT)" 2001 3 23 82 -2.7 0.1 7.06985707469243 -999.9 4.8 10.462962962963 4.78161405162843 330 0
"83" "EAST_POINT_(AUT)" 2001 3 24 83 -2.3 -0.2 6.18946450720168 -999.9 3.6 6.90972222222222 5.34210480378916 330 0
"84" "EAST_POINT_(AUT)" 2001 3 25 84 -4.1 0.6 9.35935648771874 -999.9 1.4 4.09420289855072 3.96486050746938 330 0
"85" "EAST_POINT_(AUT)" 2001 3 26 85 -6.2 -0.2 10.6872962930513 -999.9 0 2.82407407407408 3.10569924477879 330 0
"86" "EAST_POINT_(AUT)" 2001 3 27 86 -4.4 -0.8 8.36526918947083 -999.9 0 2.16435185185185 3.60879091166416 330 0
"87" "EAST_POINT_(AUT)" 2001 3 28 87 -5.7 -1.6 9.01982492047702 -999.9 0 4.53703703703703 3.50369913527399 330 0
"88" "EAST_POINT_(AUT)" 2001 3 29 88 -5 -0.7 9.33165754639769 -999.9 0 4.82638888888889 4.05613227349874 330 0
"89" "EAST_POINT_(AUT)" 2001 3 30 89 -3.1 0.9 9.09104205169432 -999.9 0 2.00231481481481 4.61392248093357 330 0
"90" "EAST_POINT_(AUT)" 2001 3 31 90 -3.1 -1.8 5.23425705610691 -999.9 6.2 9.02777777777778 4.41047720961282 330 0
"91" "EAST_POINT_(AUT)" 2001 4 1 91 -3.5 -2.3 5.07825130966905 -999.9 0 7.91666666666667 4.26689411348696 330 0
"92" "EAST_POINT_(AUT)" 2001 4 2 92 -2.7 -1.6 4.90908471691895 -999.9 1.6 9.57175925925925 4.6445122164821 330 0
"93" "EAST_POINT_(AUT)" 2001 4 3 93 -3.1 -2 4.95588843547871 -999.9 4 16.5046296296296 4.33350711933442 330 0
"94" "EAST_POINT_(AUT)" 2001 4 4 94 -5.2 -1.4 9.29775985510549 -999.9 0 8.06712962962964 3.76250889491359 330 0
"95" "EAST_POINT_(AUT)" 2001 4 5 95 -4.2 2.9 12.826772828023 -999.9 0 4.53703703703703 4.8457535524512 330 0
"96" "EAST_POINT_(AUT)" 2001 4 6 96 -6.9 -0.6 12.1927194818276 -999.9 0 6.35416666666667 3.6340316696634 330 0
"97" "EAST_POINT_(AUT)" 2001 4 7 97 -6.8 -1.7 11.068732541899 -999.9 0 8.15972222222222 3.76428899613714 330 0
"98" "EAST_POINT_(AUT)" 2001 4 8 98 -4.7 0 10.7197514244753 -999.9 0.2 4.67592592592592 4.31462548734634 330 0
"99" "EAST_POINT_(AUT)" 2001 4 9 99 -2.8 -0.2 8.04240618711713 -999.9 0.2 4.44444444444444 4.67518588917182 330 0
"100" "EAST_POINT_(AUT)" 2001 4 10 100 -2.8 -1.8 5.0304117650819 -999.9 5 5.54398148148147 4.80902359884972 330 0
"101" "EAST_POINT_(AUT)" 2001 4 11 101 -4.6 -1.2 9.35379780653168 -999.9 0.2 7.46527777777778 4.17391094878627 330 0
"102" "EAST_POINT_(AUT)" 2001 4 12 102 -5.1 -0.5 10.9701692278294 -999.9 0 4.23611111111111 3.93028312219478 330 0
"103" "EAST_POINT_(AUT)" 2001 4 13 103 -2.8 0.2 8.93145026564129 -999.9 2.6 9.6875 4.63044434668882 330 0
"104" "EAST_POINT_(AUT)" 2001 4 14 104 -1.9 -0.8 5.45162353277953 -999.9 4.2 7.38425925925925 5.1722181658955 330 0
"105" "EAST_POINT_(AUT)" 2001 4 15 105 -2.1 -1.1 5.2388873160746 -999.9 2.2 11.4236111111111 5.06178172576065 330 0
"106" "EAST_POINT_(AUT)" 2001 4 16 106 -1.9 0 7.27724451586198 -999.9 0 6.18055555555556 5.49183673194143 330 0
"107" "EAST_POINT_(AUT)" 2001 4 17 107 -3 1.7 11.5327258278829 -999.9 0 3.85416666666667 5.04502726925211 330 0
"108" "EAST_POINT_(AUT)" 2001 4 18 108 -3.2 1.6 11.7419031741361 -999.9 9.4 7.61574074074075 5.19646075784032 330 0
"109" "EAST_POINT_(AUT)" 2001 4 19 109 -1.5 3 11.4525224065377 -999.9 0 5.39351851851853 4.90743687733176 330 0
"110" "EAST_POINT_(AUT)" 2001 4 20 110 -2.4 7.7 17.281243864495 -999.9 0 4.25925925925925 5.2376127668243 330 0
"111" "EAST_POINT_(AUT)" 2001 4 21 111 -0.2 6.7 14.384703249059 -999.9 0 5.23148148148147 5.21892738671173 330 0
"112" "EAST_POINT_(AUT)" 2001 4 22 112 -0.3 7.8 15.6936436948926 -999.9 3.2 7.60416666666667 7.09097299978558 330 0
"113" "EAST_POINT_(AUT)" 2001 4 23 113 -1.9 1.5 10.2369071582244 -999.9 0.8 11.0763888888889 5.14159802809053 330 0
"114" "EAST_POINT_(AUT)" 2001 4 24 114 -1.9 3.6 13.1069618678451 -999.9 0 8.4375 5.68536229155168 330 0
"115" "EAST_POINT_(AUT)" 2001 4 25 115 -0.5 5.8 14.1197160043783 -999.9 0.4 6.03009259259258 5.89270244898193 330 0
"116" "EAST_POINT_(AUT)" 2001 4 26 116 -0.5 3.7 11.602703523198 -999.9 0 3.34490740740742 5.35595356882461 330 0
"117" "EAST_POINT_(AUT)" 2001 4 27 117 -1 0.8 7.64352680150526 -999.9 47.8 5.3125 5.28829583462228 330 0
"118" "EAST_POINT_(AUT)" 2001 4 28 118 -2.3 1 10.4131443901864 -999.9 11 10.5555555555556 5.2686026588336 330 0
"119" "EAST_POINT_(AUT)" 2001 4 29 119 -4.8 0.5 13.276233756793 -999.9 0 5.09259259259258 3.82834910440113 330 0
"120" "EAST_POINT_(AUT)" 2001 4 30 120 -4.8 2.9 16.0967898728758 -999.9 0 4.98842592592592 3.93462761530869 330 0
"121" "EAST_POINT_(AUT)" 2001 5 1 121 -1.8 6.6 16.9096921263656 -999.9 0 4.64120370370369 4.98722749098284 330 0
"122" "EAST_POINT_(AUT)" 2001 5 2 122 -0.8 1.5 8.89831093283515 -999.9 2 2.48842592592593 5.61264081654648 330 0
"123" "EAST_POINT_(AUT)" 2001 5 3 123 0 12.8 21.1077513658034 -999.9 3.4 6.19212962962964 8.14120727489604 330 1.4
"124" "EAST_POINT_(AUT)" 2001 5 4 124 2.7 14.1 20.0275916462139 -999.9 0.8 6.82870370370369 8.35217479714869 330 3.4
"125" "EAST_POINT_(AUT)" 2001 5 5 125 -0.1 4.8 13.1995740349393 -999.9 0 5.41666666666667 5.99926085752597 330 0
"126" "EAST_POINT_(AUT)" 2001 5 6 126 0 5.4 13.9280671469202 -999.9 0 6.18055555555556 5.85544616374074 330 0
"127" "EAST_POINT_(AUT)" 2001 5 7 127 2.2 12.9 19.7044692008793 -999.9 0 5.71759259259258 5.89177996139009 330 2.55
"128" "EAST_POINT_(AUT)" 2001 5 8 128 4.1 13.5 18.5593474246499 -999.9 0 3.96990740740742 6.07485142625229 330 3.8
"129" "EAST_POINT_(AUT)" 2001 5 9 129 4.3 14.2 19.1376935750665 -999.9 5 4.18981481481481 5.96966809641927 330 4.25
"130" "EAST_POINT_(AUT)" 2001 5 10 130 1.9 7.9 14.9681595484809 -999.9 19.8 7.08333333333333 7.19900318879219 330 0
"131" "EAST_POINT_(AUT)" 2001 5 11 131 1.8 3.3 7.51808086515813 -999.9 3.8 8.27546296296297 7.16728297202612 330 0
"132" "EAST_POINT_(AUT)" 2001 5 12 132 2.2 5.2 10.6791977133744 -999.9 4 5.79861111111111 7.79763780468271 330 0
"133" "EAST_POINT_(AUT)" 2001 5 13 133 2.6 7.9 14.2554478365925 -999.9 0 5.85648148148147 8.49082540956593 330 0.25
"134" "EAST_POINT_(AUT)" 2001 5 14 134 3.7 5.9 9.22290497004101 -999.9 0 5.69444444444445 7.93364577995231 330 0
"135" "EAST_POINT_(AUT)" 2001 5 15 135 2.8 5.9 10.9925757906747 -999.9 0 9.69806763285025 7.04266338872938 330 0
"136" "EAST_POINT_(AUT)" 2001 5 16 136 1.8 3.6 8.40942102163363 -999.9 0 7.8125 6.40187168061156 330 0
"137" "EAST_POINT_(AUT)" 2001 5 17 137 1.9 4.9 10.8981030344298 -999.9 0.8 8.92361111111111 7.11558318465826 330 0
"138" "EAST_POINT_(AUT)" 2001 5 18 138 0.9 5.8 13.9797110547927 -999.9 0.2 4.53703703703703 7.10905811983968 330 0
"139" "EAST_POINT_(AUT)" 2001 5 19 139 1.4 5.1 12.191595262558 -999.9 0 3.32175925925925 7.3019629606755 330 0
"140" "EAST_POINT_(AUT)" 2001 5 20 140 0 4.4 13.341215056938 -999.9 0 5.71759259259258 6.38173966631912 330 0
"141" "EAST_POINT_(AUT)" 2001 5 21 141 0 7.3 17.2420897912391 -999.9 0 3.27546296296297 6.52135777083934 330 0
"142" "EAST_POINT_(AUT)" 2001 5 22 142 2.4 8.3 15.5512087780291 -999.9 0 6.29629629629631 7.41656444023277 330 0.350000000000001
"143" "EAST_POINT_(AUT)" 2001 5 23 143 1.7 7.1 14.9243400645499 -999.9 0 4.43287037037036 7.10916965333469 330 0
"144" "EAST_POINT_(AUT)" 2001 5 24 144 2.3 6.3 12.8836518722111 -999.9 0.2 7.40740740740742 6.67716457669531 330 0
"145" "EAST_POINT_(AUT)" 2001 5 25 145 1.5 15.1 23.8253870291112 -999.9 0.2 4.21296296296297 8.01625729093463 330 3.3
"146" "EAST_POINT_(AUT)" 2001 5 26 146 6.5 15.7 19.6506496734875 -999.9 0 4.14351851851853 9.35364010446675 330 6.1
"147" "EAST_POINT_(AUT)" 2001 5 27 147 5.7 17.4 22.2197694650495 -999.9 0 6.38888888888889 9.20015857275158 330 6.55
"148" "EAST_POINT_(AUT)" 2001 5 28 148 5.3 11 15.5488742095969 -999.9 0 7.44212962962964 9.54984116126365 330 3.15
"149" "EAST_POINT_(AUT)" 2001 5 29 149 6.9 9.5 10.5272403357918 -999.9 0 9.35185185185186 9.80917462776771 330 3.2
"150" "EAST_POINT_(AUT)" 2001 5 30 150 6.2 10.4 13.4112862710253 -999.9 0.2 6.92129629629631 9.6378316229294 330 3.3
"151" "EAST_POINT_(AUT)" 2001 5 31 151 5.4 10 14.0667687444627 -999.9 0.2 5.57870370370369 8.81684241662101 330 2.7
"152" "EAST_POINT_(AUT)" 2001 6 1 152 4.8 10.9 16.2331143020536 -999.9 0 3.40277777777778 8.9467891033583 330 2.85
"153" "EAST_POINT_(AUT)" 2001 6 2 153 4.8 9.9 14.8728943698847 -999.9 0 4.80158730158731 9.20238502944939 330 2.35
"154" "EAST_POINT_(AUT)" 2001 6 3 154 6.3 9.5 11.8035045041511 -999.9 0.2 6.48148148148147 9.02257157209626 330 2.9
"155" "EAST_POINT_(AUT)" 2001 6 4 155 7 8.6 8.36129913142941 -999.9 22 11.4351851851852 9.44389846316504 330 2.8
"156" "EAST_POINT_(AUT)" 2001 6 5 156 6.2 10.9 14.3546566291141 -999.9 0 6.94444444444445 10.5558456264627 330 3.55
"157" "EAST_POINT_(AUT)" 2001 6 6 157 6.2 10.3 13.4282166962039 -999.9 0 4.89583333333333 10.2012599925208 330 3.25
"158" "EAST_POINT_(AUT)" 2001 6 7 158 7.6 9.1 8.13405482012113 -999.9 0 5.03472222222222 10.2430592073259 330 3.35
"159" "EAST_POINT_(AUT)" 2001 6 8 159 5.8 10.5 14.4177688191036 -999.9 0.8 6.92129629629631 8.29867092813002 330 3.15
"160" "EAST_POINT_(AUT)" 2001 6 9 160 5.3 10.8 15.6160370810038 -999.9 0 3.49033816425119 8.02102389872174 330 3.05
"161" "EAST_POINT_(AUT)" 2001 6 10 161 6.1 11.5 15.4910016223838 -999.9 4.2 5.76388888888889 10.0220832812196 330 3.8
"162" "EAST_POINT_(AUT)" 2001 6 11 162 5.9 11.6 15.9318433784515 -999.9 0.2 4.17824074074075 9.18335574420977 330 3.75
"163" "EAST_POINT_(AUT)" 2001 6 12 163 8.3 15.3 17.6716262677806 -999.9 0.2 6.49305555555556 11.2218097791567 330 6.8
"164" "EAST_POINT_(AUT)" 2001 6 13 164 9.9 13.6 12.8582018082944 -999.9 0 6.89814814814814 12.530441879306 330 6.75
"165" "EAST_POINT_(AUT)" 2001 6 14 165 10.2 16.4 16.6563614052423 -999.9 0 4.89583333333333 12.2870532979358 330 8.3
"166" "EAST_POINT_(AUT)" 2001 6 15 166 9.5 14.7 15.2631428126371 -999.9 1.8 4.32870370370369 11.3515460171171 330 7.1
"167" "EAST_POINT_(AUT)" 2001 6 16 167 10.1 12.8 11.0036133356559 -999.9 0.2 4.52546296296297 10.6438181703607 330 6.45
"168" "EAST_POINT_(AUT)" 2001 6 17 168 10.8 16.1 15.4225325899791 -999.9 0 7.59259259259258 12.7719911495769 330 8.45
"169" "EAST_POINT_(AUT)" 2001 6 18 169 9.8 18 19.18855310159 -999.9 1.2 5.33564814814814 14.3178626053208 330 8.9
"170" "EAST_POINT_(AUT)" 2001 6 19 170 11.5 17.1 15.8598876168803 -999.9 0 5.05787037037036 12.2734679704577 330 9.3
"171" "EAST_POINT_(AUT)" 2001 6 20 171 13.4 24.2 22.0263246849935 -999.9 0.2 5.77546296296297 15.3244720312057 330 13.8
"172" "EAST_POINT_(AUT)" 2001 6 21 172 11.4 15.6 13.7351109059704 -999.9 0 5.35024154589372 9.84179877296554 330 8.5
"173" "EAST_POINT_(AUT)" 2001 6 22 173 11.6 16.1 14.2149214876938 -999.9 0 4.0625 12.5040452079879 330 8.85
"174" "EAST_POINT_(AUT)" 2001 6 23 174 13 15.8 11.2098870435207 -999.9 0.2 9.43287037037036 14.1580829689193 330 9.4
"175" "EAST_POINT_(AUT)" 2001 6 24 175 14.1 21.2 17.8438574127808 -999.9 0.2 5.82175925925925 17.9876992402152 330 12.65
"176" "EAST_POINT_(AUT)" 2001 6 25 176 15.3 20.7 15.5541806295782 -999.9 15 3.92361111111111 18.5034028783498 330 13
"177" "EAST_POINT_(AUT)" 2001 6 26 177 12.4 15.9 12.51492655882 -999.9 0 5.72916666666667 12.2823069248223 330 9.15
"178" "EAST_POINT_(AUT)" 2001 6 27 178 13.4 28.5 25.9764686572492 -999.9 0 5.57870370370369 17.9376202197738 330 15.95
"179" "EAST_POINT_(AUT)" 2001 6 28 179 12.1 17.4 15.3773055119673 -999.9 0 13.3333333333333 10.0707300926129 330 9.75
"180" "EAST_POINT_(AUT)" 2001 6 29 180 11.8 14.5 10.9654929365481 -999.9 0 8.50694444444445 10.0043709635967 330 8.15
"181" "EAST_POINT_(AUT)" 2001 6 30 181 12.8 22.4 20.6556629707426 -999.9 7.8 6.16898148148147 15.9802280812346 330 12.6
"182" "EAST_POINT_(AUT)" 2001 7 1 182 12.6 15.5 11.3399989220611 -999.9 1.4 6.50462962962964 14.861626807588 330 9.05
"183" "EAST_POINT_(AUT)" 2001 7 2 183 10.5 20.7 21.2411392328335 -999.9 0.2 7.85879629629631 13.7457579750222 330 10.6
"184" "EAST_POINT_(AUT)" 2001 7 3 184 10.3 18.2 18.668445022647 -999.9 0 4.45601851851853 11.3120463127719 330 9.25
"185" "EAST_POINT_(AUT)" 2001 7 4 185 14 18.1 13.4293977532954 -999.9 0 6.13425925925925 14.0622889219972 330 11.05
"186" "EAST_POINT_(AUT)" 2001 7 5 186 14.3 16.7 10.2587233364422 -999.9 7.6 7.07175925925925 17.3412866146163 330 10.5
"187" "EAST_POINT_(AUT)" 2001 7 6 187 14.4 17.6 11.8260251155445 -999.9 0 4.32367149758453 18.2075052035741 330 11
"188" "EAST_POINT_(AUT)" 2001 7 7 188 13.3 19.5 16.4319356135046 -999.9 0 5.18518518518519 13.8110547795258 330 11.4
"189" "EAST_POINT_(AUT)" 2001 7 8 189 14.1 16.8 10.8232259935881 -999.9 0.8 4.47916666666667 15.3301688381549 330 10.45
"190" "EAST_POINT_(AUT)" 2001 7 9 190 13.5 16.2 10.8016850653764 -999.9 0.2 4.64120370370369 14.8564696473737 330 9.85
